"user_id","num_sessions","total_page_clicks","avg_session_duration_min","num_flights_booked","num_hotels_booked","avg_flight_price","avg_hotel_price_per_night","avg_trip_nights","avg_total_discount","user_age","customer_age_months"
"348863","8","81","1.24","0","0","","","","","68","6"
"552384","8","120","1.87","3","3","399.62","402.33","1.7","0.15","59","2"
"523846","8","100","1.57","1","2","713.00","118.00","2.5","","26","3"
"544480","9","127","1.74","3","3","340.55","121.33","1.7","0.10","28","3"
"564306","8","136","2.10","3","3","282.80","176.33","5.0","","43","2"
"555521","9","114","1.55","2","2","397.85","289.00","12.5","","50","2"
"477805","8","124","1.89","0","1","","200.00","10.0","","34","4"
"542326","8","105","1.63","3","3","301.71","206.67","1.3","0.10","38","3"
"550442","8","132","2.04","1","2","402.35","186.00","5.5","","28","2"
"555030","8","131","9.79","2","1","1719.76","","","","24","2"
"513138","8","62","0.93","0","0","","","","","18","3"
"566455","8","188","2.91","4","4","641.63","189.25","2.5","","44","2"
"511377","8","150","2.35","0","2","","344.50","4.0","","66","3"
"510003","8","80","1.24","1","1","650.50","63.00","4.0","0.25","47","3"
"498298","8","130","2.03","1","3","298.05","112.00","8.0","","18","3"
"582768","8","144","2.23","5","4","870.92","298.25","4.3","","43","2"
"516246","9","162","2.25","4","4","368.42","203.75","1.8","0.25","39","3"
"576231","8","139","2.16","1","2","101.29","303.50","2.5","","31","2"
"485393","8","276","16.18","2","2","1799.15","216.00","15.0","","27","3"
"521719","8","148","2.30","1","1","236.02","116.00","2.0","","22","3"
"517653","8","145","2.24","2","2","289.80","72.50","1.5","0.10","54","3"
"487715","8","373","17.64","6","5","804.92","130.60","1.2","0.20","50","3"
"529857","9","129","1.78","0","1","","224.00","24.0","0.20","70","3"
"534782","8","98","1.49","2","4","306.11","301.25","5.5","","27","3"
"616734","8","122","1.90","0","0","","","","","27","1"
"511665","8","372","17.67","3","3","685.19","194.33","3.3","","47","3"
"609240","8","147","2.27","3","3","302.70","101.33","2.0","","54","2"
"547817","8","99","1.55","1","3","218.66","217.33","8.0","","28","2"
"567961","8","136","2.11","3","2","777.27","185.50","2.5","","28","2"
"343928","8","122","1.88","2","1","2775.31","116.00","3.0","","66","6"
"517330","8","143","2.19","1","1","467.35","142.00","6.0","","71","3"
"509969","10","83","1.03","0","1","","79.00","6.0","0.20","70","3"
"559782","8","135","2.10","4","4","354.24","224.25","3.0","","40","2"
"575756","8","310","16.98","3","3","1242.02","247.50","3.0","","39","2"
"515751","8","159","2.45","3","3","587.39","175.33","3.0","","43","3"
"542383","8","122","1.90","3","3","344.56","132.00","1.7","","44","3"
"519312","8","49","0.76","0","0","","","","","60","3"
"530090","9","117","1.62","3","3","296.30","231.67","1.7","","44","3"
"574987","8","95","1.47","1","1","50.54","87.00","9.0","","43","2"
"539912","9","137","1.89","5","4","571.22","157.25","4.3","","57","3"
"520152","9","158","2.18","3","4","237.94","184.25","4.3","","48","3"
"692211","8","301","16.56","2","1","3030.84","","","","24","0"
"540819","9","385","15.88","5","5","316.18","133.20","1.8","","43","3"
"651960","8","74","1.15","0","0","","","","0.50","43","1"
"557921","8","115","1.81","4","4","288.82","176.00","2.0","","43","2"
"530811","8","130","2.01","1","2","2264.16","126.50","4.5","0.35","19","3"
"552649","8","100","1.54","2","2","331.32","165.50","1.0","","27","2"
"539671","8","77","1.22","1","1","549.43","104.00","3.0","","46","3"
"528829","8","118","1.83","2","4","394.87","194.25","7.0","","29","3"
"498931","8","82","1.29","2","2","130.65","164.00","5.5","","59","3"
"536050","8","140","2.18","3","3","317.66","233.33","1.7","","31","3"
"488974","8","116","1.82","3","2","150.95","66.00","2.0","","55","3"
"598832","8","102","1.58","0","1","","169.00","3.0","","53","2"
"514981","8","96","1.50","3","3","105.76","165.67","3.7","","49","3"
"602748","8","210","3.23","4","3","1598.94","184.33","1.7","","44","2"
"133058","8","73","1.14","1","0","423.51","","","","20","0"
"544469","9","156","2.14","3","2","458.60","382.50","2.5","","41","3"
"568167","8","126","1.94","3","4","783.68","149.50","4.8","","34","2"
"527132","8","206","3.18","2","2","80.69","154.50","3.0","","53","3"
"533497","8","145","2.25","5","3","381.28","186.67","1.3","","37","3"
"531745","8","200","12.11","2","2","1471.17","133.00","5.0","","24","3"
"563335","8","82","1.28","1","1","489.69","125.00","1.0","","61","2"
"548190","8","133","2.06","2","3","432.10","159.33","5.7","","36","2"
"512888","8","85","1.31","2","3","341.03","188.00","8.3","","38","3"
"514023","8","114","1.75","2","3","398.69","153.33","3.0","","45","3"
"566881","8","112","1.73","5","4","648.45","103.00","4.3","","54","2"
"511587","8","129","1.99","2","2","391.29","83.00","1.5","","54","3"
"567563","8","127","1.98","3","1","307.26","176.00","0.0","0.25","46","2"
"486268","8","114","1.77","0","0","","","","0.75","26","3"
"566875","8","150","2.33","5","4","445.81","199.75","2.3","","54","2"
"587754","9","144","4.97","3","2","1331.73","170.00","1.0","","50","2"
"544749","8","114","1.77","1","1","463.99","263.00","2.0","","45","3"
"566999","9","436","16.60","4","2","505.32","107.00","3.0","","47","2"
"530720","8","164","6.48","5","3","1204.26","307.00","2.0","0.20","43","3"
"590123","8","93","1.46","1","1","2360.17","104.00","12.0","","60","2"
"528413","8","72","1.13","0","0","","","","","70","3"
"611126","8","78","1.23","2","2","901.66","130.50","3.5","","52","1"
"608039","8","73","1.14","1","2","449.50","156.50","3.0","","25","2"
"555147","9","240","3.29","1","1","517.59","104.00","1.0","0.25","18","2"
"474261","8","135","2.09","1","3","63.70","160.33","6.7","0.20","34","4"
"471687","9","195","2.69","4","4","422.93","224.25","2.0","","42","4"
"499990","8","355","16.60","4","3","935.97","237.33","2.7","","38","3"
"520277","8","128","1.95","2","2","242.20","75.00","1.0","0.20","40","3"
"551627","8","90","1.39","2","1","222.49","115.00","4.0","","33","2"
"552598","9","123","1.69","3","2","400.85","119.00","1.0","0.25","54","2"
"554853","8","205","3.20","1","2","49.31","218.00","12.5","","41","2"
"543081","8","155","2.40","4","4","698.35","225.25","2.8","","55","3"
"531654","8","308","16.66","4","3","1750.56","132.00","8.7","","48","3"
"513613","8","100","1.54","2","3","334.97","175.67","4.3","","48","3"
"487680","9","210","4.07","4","4","686.72","259.00","2.5","","51","3"
"561798","8","148","2.29","3","3","524.25","99.67","3.3","","50","2"
"621922","8","152","2.36","1","1","263.71","98.00","3.0","","22","1"
"552036","9","215","2.98","1","1","291.26","187.00","4.0","","55","2"
"516283","9","299","14.69","3","3","8713.96","161.67","9.3","0.25","25","3"
"521044","9","176","2.43","3","4","348.27","163.00","3.5","0.23","42","3"
"482548","8","138","3.22","5","4","2056.88","180.33","3.3","","29","4"
"528929","8","126","1.97","2","1","536.36","861.00","2.0","","49","3"
"513791","8","130","2.01","4","4","418.94","120.50","6.5","","39","3"
"526079","8","93","1.45","3","1","324.23","170.00","4.0","","50","3"
"556138","8","227","3.51","3","4","260.46","93.75","3.8","","38","2"
"499313","8","110","1.71","1","1","100.12","100.00","7.0","","46","3"
"572106","8","106","1.65","0","1","","322.00","11.0","","56","2"
"683978","8","167","2.59","3","3","249.82","138.33","2.3","","54","0"
"533573","8","71","1.10","2","1","156.38","93.00","0.0","","46","3"
"531926","8","152","2.35","2","0","1007.05","","","0.15","29","3"
"657122","9","92","1.27","1","2","171.08","93.50","5.0","","60","1"
"516590","9","74","1.02","1","2","274.62","380.50","2.0","0.40","20","3"
"547776","8","124","1.93","3","3","409.76","199.33","2.3","","44","2"
"509826","9","81","1.11","1","1","215.25","54.00","4.0","","65","3"
"532544","8","286","16.33","2","2","884.85","173.00","11.0","","26","3"
"506250","8","126","1.94","3","3","247.53","112.00","1.7","","45","3"
"521491","8","367","17.58","5","4","1102.52","348.00","4.3","","36","3"
"528528","8","106","1.66","1","1","185.81","154.00","4.0","","18","3"
"548635","8","99","1.52","4","4","391.44","192.75","1.8","0.15","42","2"
"605308","8","66","1.04","0","0","","","","","69","2"
"594123","8","117","1.85","1","2","114.90","312.00","4.0","","48","2"
"596442","8","212","3.29","0","1","","175.00","6.0","","19","2"
"528842","8","106","1.65","2","1","1232.72","167.00","0.0","0.40","68","3"
"532387","8","140","2.17","3","3","370.90","176.00","5.3","","39","3"
"466342","8","65","1.00","0","2","","181.50","12.0","","18","4"
"519137","9","108","1.49","3","3","502.41","191.67","2.7","","51","3"
"531557","8","165","2.54","6","6","375.84","201.67","3.2","0.20","50","3"
"600265","8","125","1.93","1","1","460.28","85.00","17.0","","36","2"
"526332","8","113","1.72","2","2","518.35","577.00","6.5","0.25","30","3"
"553690","8","111","1.76","0","0","","","","","68","2"
"552532","8","156","2.44","2","2","434.76","182.50","2.0","","54","2"
"550973","10","132","1.64","4","4","165.96","112.00","1.0","","44","2"
"616125","8","52","0.81","1","1","316.16","43.00","2.0","","33","1"
"568641","8","64","1.02","1","1","24.20","110.00","4.0","","46","2"
"510490","8","115","1.81","0","1","","154.00","4.0","","72","3"
"167852","8","63","0.97","0","0","","","","","19","11"
"592929","8","118","1.85","3","2","262.38","186.00","5.5","","49","2"
"515675","9","410","16.23","2","4","613.56","143.75","1.8","0.28","32","3"
"549746","8","152","2.35","5","6","450.21","130.50","3.5","","44","2"
"543428","8","124","1.93","0","2","","149.50","7.0","","35","3"
"562275","8","339","18.10","6","6","261.10","145.17","2.8","","56","2"
"525824","9","120","1.67","2","1","690.84","269.00","8.0","","40","3"
"496286","8","195","2.99","3","2","842.12","110.50","2.0","","41","3"
"543826","8","116","1.79","2","3","193.14","129.00","4.0","","40","3"
"607949","8","98","1.53","1","1","572.00","111.00","12.0","","19","2"
"526431","9","214","2.96","3","5","618.99","114.00","6.0","","43","3"
"602962","8","147","2.27","3","3","238.20","121.67","3.7","","41","2"
"575092","8","120","1.86","0","1","","153.00","6.0","","26","2"
"598687","8","138","2.15","3","3","292.89","168.67","3.3","","41","2"
"380434","8","114","1.74","3","3","356.92","265.00","2.3","","50","5"
"536876","8","74","1.16","1","1","190.69","224.00","1.0","","31","3"
"574419","8","117","1.86","2","2","244.61","128.00","0.5","","35","2"
"636524","9","122","1.69","3","3","362.62","127.00","3.7","","47","1"
"513917","8","117","1.79","3","3","592.37","168.00","4.0","","57","3"
"538458","8","106","1.63","4","3","519.62","119.67","2.7","","53","3"
"506652","8","99","1.56","3","1","243.65","118.00","0.0","","53","3"
"585250","8","79","1.22","0","0","","","","0.25","48","2"
"153982","8","150","2.31","3","3","218.96","207.00","1.3","","46","0"
"565902","8","116","1.80","2","2","110.65","141.50","3.0","","23","2"
"522523","8","96","1.48","1","1","188.13","166.00","1.0","","34","3"
"550506","8","160","2.47","1","2","847.81","384.00","5.0","0.20","41","2"
"527451","8","140","2.18","3","3","109.53","282.00","1.7","","32","3"
"648852","8","148","2.30","2","2","315.84","110.50","1.5","0.30","56","1"
"568713","8","108","1.67","3","4","387.17","385.75","2.3","","49","2"
"522911","8","125","1.94","0","0","","","","","40","3"
"590905","8","130","2.01","3","4","297.19","159.75","2.8","0.25","42","2"
"590434","8","142","2.21","3","2","409.43","470.00","2.5","","55","2"
"557496","8","91","1.40","1","1","118.53","450.00","1.0","","58","2"
"440655","8","136","2.11","3","3","328.66","211.33","1.7","","32","4"
"587802","9","92","1.27","2","2","687.63","109.00","9.5","","50","2"
"487276","8","162","2.51","3","4","407.36","191.00","3.5","","65","3"
"617994","8","128","1.97","2","3","120.56","117.33","6.0","","46","1"
"605136","8","93","1.45","0","1","","260.00","15.0","","18","2"
"617743","8","99","1.53","1","2","478.60","188.50","6.0","","66","1"
"530543","8","157","2.43","5","4","427.21","292.75","2.8","","39","3"
"559469","8","144","2.23","4","3","950.48","116.67","1.7","","43","2"
"276512","8","98","1.52","1","1","395.69","100.00","1.0","0.20","42","8"
"519722","8","90","1.39","1","2","1171.92","185.50","6.0","","29","3"
"476665","8","143","2.21","6","6","608.17","167.17","2.3","","39","4"
"616692","9","127","1.77","1","0","565.02","","","0.25","55","1"
"535994","8","108","1.68","0","1","","155.00","11.0","0.10","27","3"
"538463","8","127","1.96","0","0","","","","","23","3"
"529677","8","143","2.19","0","1","","173.00","10.0","","23","3"
"508625","8","378","17.97","4","4","799.06","192.25","4.8","","44","3"
"539135","8","125","1.95","5","4","281.04","175.50","1.8","","57","3"
"528567","8","149","2.31","5","6","431.96","97.83","3.3","","37","3"
"579804","8","98","1.54","2","3","152.03","264.67","4.0","","56","2"
"583664","9","109","1.51","2","2","164.67","120.00","0.5","","49","2"
"540863","9","228","3.13","1","1","625.10","235.00","8.0","","48","3"
"559071","8","72","1.12","2","1","282.35","203.00","5.0","","41","2"
"686915","8","104","1.64","0","0","","","","","33","0"
"540666","9","81","1.13","2","2","385.89","283.50","1.5","","30","3"
"530810","8","130","2.00","3","3","356.17","189.67","2.3","","40","3"
"435669","8","125","1.93","2","2","719.12","142.00","0.5","","45","4"
"517119","8","126","1.94","3","4","242.88","123.50","5.5","","47","3"
"526901","9","194","2.66","4","4","449.25","183.25","3.0","","52","3"
"523474","9","165","2.30","4","4","272.23","133.50","2.5","","41","3"
"456671","8","109","1.69","1","1","392.49","160.00","1.0","0.25","38","4"
"551914","8","94","1.47","2","2","586.36","177.50","0.5","","52","2"
"527141","8","126","1.95","4","3","218.04","359.33","1.3","","42","3"
"597734","8","84","1.29","3","1","454.58","160.00","2.0","","47","2"
"695011","9","82","1.12","2","1","456.96","50.00","3.0","","30","0"
"549235","9","127","1.76","0","2","","227.00","7.5","","41","2"
"546882","8","91","1.42","2","1","1583.71","487.00","16.0","","26","2"
"491266","8","204","3.13","3","1","566.42","145.00","4.0","","43","3"
"528046","8","75","1.16","2","1","818.49","149.00","4.0","","36","3"
"517543","9","122","1.70","0","0","","","","","45","3"
"626067","8","67","1.04","0","0","","","","","20","1"
"520175","8","216","3.34","3","3","305.42","119.00","2.3","0.23","53","3"
"520429","8","284","16.29","4","3","1621.36","177.00","3.0","","52","3"
"508512","8","222","3.45","0","1","","242.00","4.0","0.60","69","3"
"509316","8","167","2.61","4","3","343.57","143.00","1.7","","42","3"
"541939","8","144","2.22","3","3","302.87","113.00","4.3","","54","3"
"508917","8","71","1.10","1","1","699.81","135.00","8.0","","22","3"
"577638","9","182","2.49","5","5","329.05","211.00","3.0","0.30","39","2"
"536810","9","137","1.89","4","4","282.23","248.75","4.0","","42","3"
"551211","8","86","1.33","0","0","","","","","29","2"
"562641","8","132","2.04","1","1","893.08","241.00","2.0","","42","2"
"590040","8","197","3.06","5","5","234.87","179.20","4.6","0.40","40","2"
"656422","8","175","2.72","4","3","807.66","172.67","1.3","","38","1"
"485505","8","85","1.33","2","2","162.31","195.00","2.0","","28","3"
"106907","8","240","12.65","2","2","13902.06","129.00","11.0","","46","1"
"559164","8","66","1.03","1","1","372.54","235.00","0.0","","44","2"
"565275","8","82","1.31","1","1","666.70","109.00","2.0","","58","2"
"500288","8","71","1.08","0","0","","","","","19","3"
"468808","8","135","2.12","4","3","476.56","177.33","2.0","","46","4"
"540455","8","126","1.94","2","2","400.12","195.50","4.0","","35","3"
"612685","8","158","2.47","2","2","261.14","176.00","1.5","","41","1"
"546671","8","89","1.36","1","1","468.48","132.00","3.0","0.40","41","2"
"531456","8","58","0.90","0","2","","83.50","2.5","","20","3"
"523981","8","137","2.12","4","4","490.61","131.50","2.8","","53","3"
"520307","8","90","1.38","3","3","260.37","209.00","2.3","","52","3"
"495029","9","250","11.58","4","5","321.79","96.60","3.0","","45","3"
"623077","8","124","1.93","2","4","348.68","221.75","5.5","","36","1"
"556314","9","112","1.56","2","1","3343.02","715.00","6.0","0.25","40","2"
"497077","8","558","33.38","5","6","1187.68","120.67","11.5","","43","3"
"587642","8","103","1.59","0","0","","","","0.35","71","2"
"431899","8","247","5.57","2","2","428.59","196.00","4.0","","44","4"
"590202","8","142","2.20","4","4","446.57","214.75","2.3","0.15","45","2"
"503058","10","115","1.42","2","3","398.02","120.00","2.7","","27","3"
"514315","8","204","3.17","1","1","411.04","314.00","2.0","0.40","24","3"
"661930","8","97","1.49","0","1","","427.00","5.0","","33","1"
"523559","8","95","1.47","3","2","340.72","130.00","5.5","","47","3"
"524043","8","136","2.10","5","6","378.70","133.67","4.5","0.35","56","3"
"520436","8","191","2.95","5","6","388.54","132.50","3.3","","47","3"
"530223","8","78","1.20","2","3","327.43","111.00","2.0","","41","3"
"583446","8","119","1.82","3","4","1016.66","277.00","3.5","","35","2"
"548113","8","166","2.56","4","3","336.81","88.67","3.7","","39","2"
"466723","8","227","5.45","5","5","338.63","258.80","1.4","","40","4"
"514460","8","90","1.42","3","3","293.65","189.00","6.7","0.23","38","3"
"560257","10","116","1.44","0","1","","85.00","3.0","","56","2"
"531447","8","151","2.34","5","4","595.58","180.00","2.5","","56","3"
"512706","11","141","1.59","3","4","581.81","248.75","3.8","","54","3"
"581110","8","71","1.10","0","0","","","","","45","2"
"538260","8","144","2.24","2","3","543.51","203.00","4.7","","51","3"
"516732","10","241","2.99","2","3","282.22","147.00","3.3","0.25","40","3"
"515565","8","181","2.81","4","4","785.22","138.00","3.5","","45","3"
"514300","8","622","21.51","4","2","297.23","100.00","1.0","","41","3"
"550904","9","137","1.87","5","5","575.36","193.40","1.4","","48","2"
"561054","9","175","2.44","3","4","596.38","75.00","3.8","","26","2"
"558466","9","159","2.20","2","2","336.41","275.00","1.0","","40","2"
"520619","8","126","1.97","2","2","384.55","208.50","2.0","","58","3"
"533537","9","144","1.97","2","2","449.31","215.00","9.5","","34","3"
"554939","8","42","0.66","0","0","","","","0.20","25","2"
"523841","8","101","1.56","3","3","167.78","127.67","3.0","","48","3"
"542874","8","125","6.34","2","2","373.83","200.00","12.0","","85","3"
"603715","8","114","1.76","2","3","574.12","218.33","3.0","","46","2"
"515974","8","113","1.76","1","3","347.94","229.67","11.0","","24","3"
"501708","8","273","16.14","2","1","2078.23","","","","25","3"
"441205","8","150","2.33","2","0","398.87","","","","47","4"
"491995","8","414","18.32","1","2","","437.00","4.0","","18","3"
"529436","8","124","1.93","5","4","1050.62","247.50","2.0","","47","3"
"590558","9","134","1.86","1","3","130.01","300.33","5.0","","28","2"
"516594","8","147","2.27","4","4","464.53","147.50","5.0","","55","3"
"530468","8","115","1.78","4","4","519.04","221.25","1.5","","39","3"
"599454","8","317","17.83","4","4","336.71","165.75","4.5","","43","2"
"558774","8","90","1.40","2","1","376.67","153.00","0.0","","45","2"
"513242","10","122","1.51","2","2","508.42","202.50","3.0","","30","3"
"516765","8","107","1.65","0","0","","","","","27","3"
"641529","8","167","2.59","0","2","","109.50","7.0","","76","1"
"513425","9","87","1.21","0","0","","","","","50","3"
"527782","8","306","13.89","4","4","524.78","215.25","3.0","0.20","42","3"
"511326","8","131","2.02","3","3","466.14","122.33","3.0","","42","3"
"526729","8","117","1.80","3","4","296.55","298.50","4.5","","47","3"
"511764","8","116","1.80","1","1","613.96","167.00","4.0","","56","3"
"548448","8","78","1.22","1","3","582.82","316.33","9.0","","64","2"
"560245","9","174","2.41","3","3","1533.65","161.67","2.3","","44","2"
"548708","8","155","2.40","2","3","227.01","282.67","6.0","","39","2"
"488246","8","78","1.21","0","1","","167.00","5.0","0.30","19","3"
"557107","8","199","3.09","4","5","598.53","231.20","2.4","","45","2"
"524821","8","289","16.41","3","2","1252.88","151.00","11.0","","28","3"
"545936","8","130","2.02","2","3","757.09","174.67","3.7","0.25","44","2"
"540653","8","115","1.76","0","1","","277.00","5.0","0.25","42","3"
"564252","8","114","1.78","3","3","496.78","196.67","1.3","","42","2"
"520708","8","121","1.88","3","2","306.61","214.50","2.5","","42","3"
"684543","8","115","1.79","1","2","464.29","236.00","4.5","","46","0"
"561652","8","163","2.53","3","2","483.77","114.50","2.0","","40","2"
"552345","8","107","1.67","3","3","972.68","217.00","1.0","","42","2"
"544043","10","153","1.88","3","4","197.61","109.00","2.5","","42","3"
"549152","8","267","10.16","4","4","395.49","90.00","4.3","","34","2"
"563342","8","108","1.67","1","1","561.20","185.00","2.0","","32","2"
"528061","8","154","2.39","3","3","835.22","365.00","3.7","","42","3"
"549450","8","278","13.20","2","1","14280.38","","","","45","2"
"526727","9","285","14.51","3","2","808.17","249.00","2.0","","64","3"
"441200","8","114","1.77","2","2","272.62","96.00","3.5","","36","4"
"543304","8","118","1.82","3","3","878.98","309.00","2.0","","50","3"
"516127","8","59","0.91","0","0","","","","","32","3"
"643714","8","260","16.78","3","2","2595.37","140.00","1.0","","44","1"
"513026","8","146","2.25","3","3","231.51","208.67","5.3","","42","3"
"531562","8","180","2.80","0","2","","159.50","2.5","0.35","24","3"
"548408","8","175","2.70","5","5","381.87","140.80","3.8","","36","2"
"101486","8","131","2.04","1","2","189.91","198.50","4.0","","52","2"
"518639","8","112","1.74","1","1","233.10","96.00","0.0","","35","3"
"512447","8","72","1.13","1","2","1748.52","98.50","7.0","","22","3"
"540347","8","176","2.72","6","6","367.47","243.50","1.5","","28","3"
"229108","8","321","16.87","2","1","438.61","","","","26","9"
"566336","8","168","2.59","6","6","565.85","150.33","0.8","","50","2"
"545684","8","376","17.73","3","3","446.67","191.67","6.3","","48","2"
"354050","8","172","2.65","5","5","391.58","210.40","2.2","","50","6"
"586876","8","141","2.19","3","4","118.90","212.75","5.3","","35","2"
"571561","9","74","1.02","0","1","","111.00","6.0","","33","2"
"559468","8","130","2.01","1","2","314.62","163.00","7.0","","30","2"
"513408","8","221","3.45","2","2","1470.90","270.00","5.5","","32","3"
"548651","8","168","2.59","5","4","369.97","112.00","2.0","","44","2"
"558081","8","110","1.72","3","3","303.72","124.33","5.3","","51","2"
"543900","8","76","1.18","2","2","450.73","242.50","5.5","","39","3"
"695307","8","93","1.45","2","2","226.09","51.00","2.0","","41","0"
"509638","8","115","1.80","1","0","207.08","","","","48","3"
"509876","8","69","1.09","0","0","","","","","69","3"
"510315","8","227","3.49","2","1","82.35","231.00","1.0","","44","3"
"541967","8","113","1.75","4","3","422.20","195.00","1.7","","43","3"
"523807","8","93","1.44","2","2","673.60","126.00","3.0","","54","3"
"576945","8","69","1.08","1","1","643.99","124.00","1.0","","50","2"
"565387","8","80","1.24","2","1","2301.36","176.00","1.0","","22","2"
"562042","8","116","1.80","2","2","501.40","223.50","0.5","0.40","44","2"
"605607","8","97","1.52","1","1","645.61","125.00","2.0","0.25","50","2"
"561992","8","94","1.46","2","2","353.36","148.00","4.0","","44","2"
"533222","8","144","2.22","2","3","471.33","302.33","5.3","0.15","55","3"
"513661","8","74","1.18","0","1","","236.00","10.0","","26","3"
"547342","8","98","1.52","1","1","255.33","175.00","4.0","","27","2"
"489852","8","131","2.03","1","2","690.03","156.50","6.0","","51","3"
"552623","8","72","1.12","1","1","6052.90","55.00","9.0","","18","2"
"682005","9","83","1.15","0","2","","74.50","4.5","","32","0"
"534474","9","137","1.90","4","3","552.54","100.67","12.0","","45","3"
"645933","9","130","1.80","2","2","427.80","111.00","4.0","","38","1"
"525647","8","105","1.63","0","0","","","","","63","3"
"499659","8","249","3.85","0","1","","159.00","8.0","","59","3"
"659360","8","174","7.02","2","2","733.60","72.00","13.0","","18","1"
"700289","8","71","1.10","0","1","","201.00","4.0","0.20","71","0"
"599790","8","65","1.02","0","0","","","","","57","2"
"559712","9","145","1.99","3","3","312.08","188.00","3.3","","41","2"
"508693","8","150","2.29","2","3","723.99","141.00","2.7","0.25","56","3"
"567172","8","85","1.34","2","2","184.19","69.50","4.0","","55","2"
"623142","8","172","2.68","2","1","2362.83","164.00","2.0","","41","1"
"584875","8","165","2.54","3","3","744.38","329.67","3.7","","41","2"
"516282","8","100","1.54","2","2","501.23","164.00","1.5","","44","3"
"485658","8","580","20.86","4","4","425.00","105.25","1.3","","33","3"
"555083","8","93","1.47","2","2","260.93","333.00","5.5","","59","2"
"502609","9","173","2.39","5","5","187.48","168.80","2.0","","51","3"
"521031","8","145","2.22","5","6","411.29","177.83","4.0","","44","3"
"524739","9","133","1.83","1","1","332.50","103.00","3.0","","73","3"
"523271","8","120","1.85","3","3","603.60","114.67","1.7","","40","3"
"388328","9","135","1.84","3","5","413.57","165.60","4.6","0.25","51","5"
"569572","8","155","2.41","3","4","284.99","154.00","4.0","","43","2"
"603278","8","166","2.54","3","3","463.09","66.33","1.3","0.15","34","2"
"572176","8","75","1.17","1","1","121.28","92.00","2.0","","72","2"
"511989","8","72","1.13","0","0","","","","0.15","20","3"
"620382","8","105","1.62","1","2","201.37","129.00","4.5","0.15","18","1"
"536000","8","356","17.93","5","4","690.17","223.00","1.7","","32","3"
"614828","8","107","1.67","2","1","317.64","272.00","2.0","","41","1"
"530421","9","148","2.03","4","4","347.96","182.00","3.5","","47","3"
"563598","9","121","1.68","1","2","71.42","303.50","3.0","0.15","21","2"
"549714","8","133","2.05","2","2","766.28","160.00","2.0","","57","2"
"613941","8","219","5.11","3","5","654.78","166.40","3.8","","45","1"
"536651","8","100","1.54","3","3","943.58","322.33","0.7","0.15","38","3"
"535706","8","100","1.56","1","1","311.77","153.00","1.0","0.15","56","3"
"594103","8","84","1.31","2","3","214.02","228.67","4.0","","37","2"
"575677","9","159","2.19","4","5","167.65","239.60","4.4","","44","2"
"546190","9","162","2.25","3","3","300.94","177.67","3.0","","51","2"
"538270","9","108","1.49","2","2","222.42","144.50","1.0","","35","3"
"482264","8","127","1.95","3","4","278.38","127.00","4.0","","43","4"
"582484","8","167","2.58","3","3","207.19","182.33","1.7","","39","2"
"509160","8","144","2.24","2","2","452.13","107.50","1.5","","55","3"
"552432","8","152","2.36","4","3","628.40","257.67","2.3","","49","2"
"552763","8","133","2.06","3","2","300.53","91.50","1.0","0.25","44","2"
"667299","9","110","1.51","0","0","","","","0.25","70","1"
"450305","8","139","2.15","2","3","193.36","148.33","3.7","0.25","40","4"
"461559","8","168","2.63","4","3","288.97","108.00","3.7","","33","4"
"536604","8","113","1.75","2","1","349.45","238.00","1.0","0.30","53","3"
"540260","9","190","2.60","3","3","346.71","249.33","1.0","","44","3"
"556827","8","100","1.55","2","1","497.56","174.00","12.0","","65","2"
"582011","8","136","2.10","4","4","496.36","231.75","2.0","","65","2"
"511680","8","150","2.34","3","4","311.33","129.75","4.0","","29","3"
"564234","9","122","1.67","2","1","232.99","104.00","3.0","","46","2"
"505680","8","124","1.91","3","4","460.14","167.00","2.0","","48","3"
"469464","8","92","1.41","2","3","604.19","111.67","4.7","","47","4"
"583764","8","102","1.59","2","2","1999.26","253.00","3.0","","45","2"
"568371","8","91","1.39","1","1","71.26","63.00","3.0","","34","2"
"600011","8","135","2.12","3","2","712.63","136.50","2.0","","46","2"
"563100","8","95","1.48","2","2","263.26","240.50","3.5","","21","2"
"525591","8","119","1.85","2","3","468.89","120.33","16.0","","46","3"
"607799","8","98","1.53","1","1","118.05","177.00","1.0","","37","2"
"561710","9","197","2.74","3","2","445.09","174.00","3.0","","42","2"
"603341","9","144","1.98","0","0","","","","","67","2"
"510198","9","201","2.76","3","3","412.30","224.00","2.3","0.30","33","3"
"526628","8","141","2.19","5","4","530.38","233.25","1.3","","43","3"
"533742","8","139","2.16","3","2","341.50","85.00","1.0","","33","3"
"537414","8","117","1.80","3","3","284.91","124.00","1.7","","40","3"
"523484","8","104","1.64","4","3","492.49","216.33","3.3","","42","3"
"499375","8","152","2.33","5","5","497.03","175.00","2.0","","44","3"
"505230","8","104","1.61","2","3","315.94","129.00","3.7","","62","3"
"511638","8","95","1.49","2","3","398.24","184.67","3.0","","35","3"
"679442","8","122","1.89","1","1","331.22","166.00","1.0","","44","1"
"514926","8","93","1.44","2","3","452.68","169.67","3.3","","29","3"
"535473","8","103","1.60","1","0","4332.96","","","","61","3"
"714504","8","112","1.74","2","2","386.52","123.50","2.5","","47","0"
"510316","8","153","2.38","0","1","","121.00","17.0","","18","3"
"578872","8","119","1.85","2","2","126.54","235.50","2.0","","35","2"
"522532","8","149","2.31","3","5","463.68","92.60","3.4","","38","3"
