user_id,user_age,has_children,num_trips,traveler_type,perk,group_color
561710,42,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
603341,67,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
510198,33,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
526628,43,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
533742,33,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
537414,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
523484,42,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
499375,44,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
505230,62,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
511638,35,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
679442,44,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
514926,29,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
535473,61,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
714504,47,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
510316,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
578872,35,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
522532,38,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
547150,44,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
559846,58,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
520877,51,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
546462,74,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
338086,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
447951,43,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
548189,30,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
569239,45,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
811077,46,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
533199,28,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
519604,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
566953,31,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
523729,75,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
519631,51,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
513289,36,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
717546,67,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
616222,49,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
549850,51,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
520327,26,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
570631,48,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
490629,38,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
513338,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527142,36,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
650049,24,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
594695,57,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
596559,20,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
521062,61,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
476124,35,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
547606,57,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
511331,48,False,8,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
608727,56,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
535905,34,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
312488,31,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
519091,55,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
564517,58,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
559981,46,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
608970,34,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
486751,50,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545281,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
544406,46,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
520405,31,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
575711,50,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
598265,46,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
525488,29,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
582995,41,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
643344,48,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
509272,21,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
520733,42,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
515634,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
561503,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
492497,42,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
528098,52,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
390811,41,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
380949,47,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
554357,63,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
587195,65,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
476535,49,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
474464,57,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
664998,50,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
550796,35,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
421515,32,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
438985,31,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
523619,44,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
521943,53,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
515908,49,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
514461,36,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
492614,20,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
526297,40,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
565791,52,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
518092,46,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
582227,31,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
554956,37,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
637075,65,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
530592,25,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
524278,34,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
513296,38,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
651675,55,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
541259,45,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
521474,19,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
152583,38,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
512204,56,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
511418,53,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
537560,45,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
760304,38,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
546121,18,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
533598,44,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
590981,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
518567,19,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
585361,23,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
510369,50,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
573420,38,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
556015,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
502875,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
514785,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
531027,46,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
501512,36,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
528137,70,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
475130,47,True,6,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
556215,58,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
612226,33,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
484418,38,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
435596,54,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
572908,52,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
652040,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
619432,34,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
536229,45,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
444885,33,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
539542,83,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
573427,56,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527524,26,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
485149,43,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
516593,39,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
476104,51,True,6,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
642364,56,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
595958,52,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
664119,57,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
521066,42,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
652190,20,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
517732,45,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
544476,48,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
492287,38,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
512305,25,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
588560,25,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
456318,31,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
586850,46,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
610395,56,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
617125,40,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
602925,56,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
605878,43,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
587675,44,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
698573,38,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
511314,24,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
566096,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
508944,59,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
523505,49,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
546702,47,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
565294,47,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
600287,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
641102,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545070,35,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
558277,50,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
480313,48,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
510805,73,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545404,52,False,7,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
555193,51,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
538388,45,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
546072,50,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
527801,58,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
570988,67,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
516967,27,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
661697,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
689037,38,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
559794,39,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
525244,33,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
528354,55,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545939,45,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
524668,47,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
530607,29,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
512301,44,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
651201,46,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
575576,53,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
573792,46,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
400899,46,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
538188,46,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
518015,41,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
594914,44,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
548978,38,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
389759,33,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
458725,18,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
471186,50,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
559093,44,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
657343,57,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
566735,56,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
531777,40,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
576846,21,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
518582,51,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
599765,55,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
547663,45,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
519955,39,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
521127,42,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
620719,27,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
505713,45,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
511878,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
561288,48,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
553219,49,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
545848,50,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
528723,36,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545633,37,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
534688,38,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
513422,43,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
556579,48,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
514893,69,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
611350,28,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545755,39,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
630992,60,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
565718,52,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
547336,43,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
701565,54,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
534246,39,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
513659,42,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
514261,33,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
777366,49,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
544818,30,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
489131,24,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545634,45,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
653640,39,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
524358,37,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
611852,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
530277,47,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
484987,57,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
516057,39,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
577215,32,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
528906,35,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
645488,26,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
555782,57,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
529420,75,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
525332,31,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
623815,33,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
485780,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
541249,57,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
418329,50,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
524572,46,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
581086,44,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
525610,40,True,6,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
523299,60,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
435882,52,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
562417,57,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
509341,25,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
554866,20,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
498607,44,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
552313,46,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
495727,49,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
520244,43,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
536964,35,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
541235,49,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
597662,18,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
490133,50,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
462127,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
516680,67,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
488918,48,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
511862,42,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
483237,37,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
515330,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
522115,40,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
506130,41,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
182191,20,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
546740,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
541497,27,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
513322,52,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
563831,80,False,2,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
566059,29,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
592707,24,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
535983,52,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
525053,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
417679,38,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
546307,56,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
588414,52,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
518372,31,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
619983,85,False,0,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
436894,42,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
685594,72,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
512786,41,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
527726,49,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
565949,38,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
629812,20,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
563588,43,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
498574,38,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
541931,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
528744,48,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
544449,45,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
554961,45,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
594892,52,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
570961,77,False,1,Senior Traveler,"Comfortable itineraries, early check-in, tour discounts",🟪
510418,37,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
577089,64,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
568385,47,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
512677,25,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
553208,25,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
602120,43,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
533656,39,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
511298,35,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
770252,26,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545745,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
622708,43,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
526184,24,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
509919,47,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
515610,34,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
505062,38,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
518722,54,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
528461,27,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
542418,50,True,5,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
526540,51,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
546127,56,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
531967,24,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
519419,34,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
523057,69,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545958,58,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
675594,39,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
519114,40,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
511609,40,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545089,18,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
569082,49,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
545399,53,True,1,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
118043,52,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
593244,31,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
521883,33,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
574493,38,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
350648,19,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
529428,44,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
590095,39,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
540252,39,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
561333,33,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
502819,37,True,0,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
595087,42,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
551245,25,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
545551,48,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
479254,45,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
592445,38,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
540652,56,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
482744,39,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
524913,22,False,0,Dreamer,"Promo codes for first booking, inspiring collections",🟥
521865,45,True,4,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
545344,24,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
627893,33,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
572554,55,False,6,Business Traveler,"Fast check-in, Wi-Fi, priority boarding",🟦
541382,40,False,5,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
536387,52,True,3,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
606862,40,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
532941,31,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
531373,51,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
801660,55,False,3,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
538919,25,True,2,Family Traveler,"Discounts on family rooms, kids' activities, transfers",🟧
670971,42,False,1,Dreamer,"Promo codes for first booking, inspiring collections",🟥
522738,41,False,2,Dreamer,"Promo codes for first booking, inspiring collections",🟥
535879,40,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
538608,42,False,4,Young Frequent Traveler,"Personal recommendations, bonus miles",🟩
